Provider Name,Address,Latitude,Longitude
Alhambra Hospital Medical Center,"100 South Raymond Avenue, ALHAMBRA CA, 91801.0",34.0906374,-118.1437545
AHMC Anaheim Regional Medical Center LP,"1111 W La Palma Ave, ANAHEIM CA, 92801.0",33.8480384,-117.9335044
USC Arcadia Hospital,"300 W HUNTINGTON DR, ARCADIA CA, 91007.0",34.1344486,-118.0416623
Sutter Auburn Faith Hospital,"11815 Education Street, AUBURN CA, 95602.0",38.9452952,-121.1006825
Bear Valley Community Healthcare District,"41870 Garstin Drive, BIG BEAR LAKE CA, 92315.0",34.2464722,-116.8883656
Southern California Hospital at Culver City,"3828 Delmas Terrace, CULVER CITY CA, 90232.0",34.0232001,-118.3969128
California Hospital Medical Center,"1401 South Grand Avenue, LOS ANGELES CA, 90015.0",34.0373967,-118.2657271
California Hospital Medical Center,"1401 South Grand Avenue, LOS ANGELES CA, 90015.0",34.0373967,-118.2657271
Centinela Hospital Medical Center,"555 E. Hardy St., INGLEWOOD CA, 90301.0",33.9504198,-118.3481987
Chapman Global Medical Center,"2601 East Chapman Avenue, ORANGE CA, 92869.0",33.7886124,-117.8262888
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Rady Children's Hospital - San Diego,"3020 Children's Way, PMB 5099, SAN DIEGO CA, 92123.0",32.7977575,-117.151407
Chino Valley Medical Center,"5451 Walnut Ave, CHINO CA, 91710.0",34.02551589999999,-117.6860029
South Coast Global Medical Center,"2701 South Bristol Street, SANTA ANA CA, 92704.0",33.7110718,-117.8840314
Desert Regional Medical Center,"1150 North Indian Canyon Drive, PALM SPRINGS CA, 92262.0",33.8386098,-116.5431987
Desert Regional Medical Center,"1150 North Indian Canyon Drive, PALM SPRINGS CA, 92262.0",33.8386098,-116.5431987
Desert Regional Medical Center,"1150 North Indian Canyon Drive, PALM SPRINGS CA, 92262.0",33.8386098,-116.5431987
Desert Regional Medical Center,"1150 North Indian Canyon Drive, PALM SPRINGS CA, 92262.0",33.8386098,-116.5431987
Desert Regional Medical Center,"1150 North Indian Canyon Drive, PALM SPRINGS CA, 92262.0",33.8386098,-116.5431987
Lakewood Regional Medical Center,"3700 E South St, LAKEWOOD CA, 90712.0",33.8597946,-118.1484742
Montclair Hospital Medical Center,"5000 San Bernardino Street, MONTCLAIR CA, 91763.0",34.0787364,-117.6960075
East Los Angeles Doctors Hospital,"4060 E Whittier Blvd., LOS ANGELES CA, 90023.0",34.0230479,-118.1843988
East Los Angeles Doctors Hospital,"4060 E Whittier Blvd., LOS ANGELES CA, 90023.0",34.0230479,-118.1843988
East Los Angeles Doctors Hospital,"4060 E Whittier Blvd., LOS ANGELES CA, 90023.0",34.0230479,-118.1843988
East Los Angeles Doctors Hospital,"4060 E Whittier Blvd., LOS ANGELES CA, 90023.0",34.0230479,-118.1843988
Eisenhower Medical Center,"39000 Bob Hope Drive, RANCHO MIRAGE CA, 92270.0",33.7641808,-116.4026466
Eisenhower Medical Center,"39000 Bob Hope Drive, RANCHO MIRAGE CA, 92270.0",33.7641808,-116.4026466
Eisenhower Medical Center,"39000 Bob Hope Drive, RANCHO MIRAGE CA, 92270.0",33.7641808,-116.4026466
Eisenhower Medical Center,"39000 Bob Hope Drive, RANCHO MIRAGE CA, 92270.0",33.7641808,-116.4026466
Emanate Health foothill Presbyterian Hospital,"250 S. Grand Ave., GLENDORA CA, 91741.0",34.1327654,-117.8713435
Fountain Valley Regional Hospital and Medical Center,"17100 Euclid St., FOUNTAIN VALLEY CA, 92708.0",33.7151068,-117.9359925
Garden Grove Hospital Medical Center,"12601 Garden Grove Blvd, GARDEN GROVE CA, 92843.0",33.7750066,-117.9129079
Memorial Hospital of Gardena,"1141 W Redondo Beach Blvd Ste 212, GARDENA CA, 90247.0",33.892797,-118.2941828
Memorial Hospital of Gardena,"1141 W Redondo Beach Blvd Ste 212, GARDENA CA, 90247.0",33.892797,-118.2941828
Memorial Hospital of Gardena,"1141 W Redondo Beach Blvd Ste 212, GARDENA CA, 90247.0",33.892797,-118.2941828
Memorial Hospital of Gardena,"1141 W Redondo Beach Blvd Ste 212, GARDENA CA, 90247.0",33.892797,-118.2941828
Garfield Medical Center,"525 N Garfield Ave, MONTEREY PARK CA, 91754.0",34.0680808,-118.1231228
Glendale Memorial Hospital and Health Center,"1420 South Central Avenue, GLENDALE CA, 91204.0",34.1280862,-118.2569564
Greater El Monte Community Hospital,"1701 South Santa Anita Avenue, EL MONTE CA, 91733.0",34.1204785,-118.0315563
Scripps Green Hospital,"10666 N. Torrey Pines Rd., LA JOLLA CA, 92037.0",32.8970705,-117.2428096
Scripps Green Hospital,"10666 N. Torrey Pines Rd., LA JOLLA CA, 92037.0",32.8970705,-117.2428096
Scripps Green Hospital,"10666 N. Torrey Pines Rd., LA JOLLA CA, 92037.0",32.8970705,-117.2428096
Scripps Green Hospital,"10666 N. Torrey Pines Rd., LA JOLLA CA, 92037.0",32.8970705,-117.2428096
Hemet Valley Medical Center,"1117 E Devonshire Ave, HEMET CA, 92543.0",33.7503708,-116.9601303
Henry Mayo Newhall Memorial Hospital,"23845 West McBean Parkway, VALENCIA CA, 91355.0",34.3984849,-118.5532663
Henry Mayo Newhall Memorial Hospital,"23845 West McBean Parkway, VALENCIA CA, 91355.0",34.3984849,-118.5532663
Henry Mayo Newhall Memorial Hospital,"23845 West McBean Parkway, VALENCIA CA, 91355.0",34.3984849,-118.5532663
Henry Mayo Newhall Memorial Hospital,"23845 West McBean Parkway, VALENCIA CA, 91355.0",34.3984849,-118.5532663
Miller Children's Hospital,"2801 Atlantic Avenue, LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Hi-desert Memorial Health Care District,"6601 White Feather Rd., JOSHUA TREE CA, 92252.0",34.1317727,-116.2741896
Hi-desert Memorial Health Care District,"6601 White Feather Rd., JOSHUA TREE CA, 92252.0",34.1317727,-116.2741896
Hi-desert Memorial Health Care District,"6601 White Feather Rd., JOSHUA TREE CA, 92252.0",34.1317727,-116.2741896
Hi-desert Memorial Health Care District,"6601 White Feather Rd., JOSHUA TREE CA, 92252.0",34.1317727,-116.2741896
Southern California Hospital at Hollywood,"6245 De Longpre Ave., LOS ANGELES CA, 90028.0",34.0964254,-118.3252367
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Providence Holy Cross Medical Center,"15031 Rinaldi St., MISSION HILLS CA, 91345.0",34.279782,-118.4599806
Huntington Memorial Hospital,"100 W California Blvd, PASADENA CA, 91105.0",34.1343163,-118.1529214
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Palomar Medical Center - Escondido,"2185 Citracado Parkway, ESCONDIDO CA, 92029.0",33.1218035,-117.1218794
Southwest Healthcare System - Inland Valley Medical Center,"36485 Inland Valley Dr., WILDOMAR CA, 92595.0",33.5917132,-117.2376587
Emanate Health Inter-Community Hospital,"210 W San Bernardino Rd, COVINA CA, 91723.0",34.088233,-117.8937523
Catalina Island Medical Center,"100 Falls Canyon Rd., AVALON CA, 90704.0",33.3391608,-118.3307162
John F. Kennedy Memorial Hospital,"47111 Monroe St, INDIO CA, 92201.0",33.7061109,-116.2353527
La Palma Intercommunity Hospital,"7901 Walker St., LA PALMA CA, 90623.0",33.847375,-118.0381861
Southern California Hospital at Van Nuys,"14433 Emelita Street, VAN NUYS CA, 91401.0",34.1769578,-118.4475697
Southwest Healthcare Palmdale Reg ional Medical Center,"38600 Medical Center Drive, PALMDALE CA, 93551.0",34.5828766,-118.1448173
Providence Little Company of Mary Medical Center Torrance,"4101 Torrance Blvd., TORRANCE CA, 90503.0",33.8384678,-118.3572436
Providence Little Company of Mary Medical Center Torrance,"4101 Torrance Blvd., TORRANCE CA, 90503.0",33.8384678,-118.3572436
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Long Beach Memorial Medical Center,"2801 Atlantic Ave., LONG BEACH CA, 90806.0",33.8083474,-118.1867193
Los Alamitos Medical Center,"3751 Katella Avenue, LOS ALAMITOS CA, 90720.0",33.8042516,-118.0675424
Temecula Valley Hospital,"31700 Temecula Pkwy., TEMECULA CA, 92592.0",33.480114,-117.1068419
Los Angeles Community Hospital,"4081 E. Olympic Blvd., LOS ANGELES CA, 90023.0",34.0193498,-118.1865467
Menifee Valley Medical Center,"28400 McCall Blvd., SUN CITY CA, 92585.0",33.7189951,-117.1681517
Mercy General Hospital,"4001 J Street, SACRAMENTO CA, 95819.0",38.5707065,-121.4528888
Mercy General Hospital,"4001 J Street, SACRAMENTO CA, 95819.0",38.5707065,-121.4528888
Providence Saint John's Health Center,"2121 Santa Monica Blvd., SANTA MONICA CA, 90404.0",34.0307739,-118.4796445
Mercy Hospital of Folsom,"1650 Creekside Drive, FOLSOM CA, 95630.0",38.670333,-121.1458461
Mercy Hospital of Folsom,"1650 Creekside Drive, FOLSOM CA, 95630.0",38.670333,-121.1458461
Mercy San Juan Medical Center,"6501 Coyle Avenue, CARMICHAEL CA, 95608.0",38.6693075,-121.3136404
Mercy San Juan Medical Center,"6501 Coyle Avenue, CARMICHAEL CA, 95608.0",38.6693075,-121.3136404
Methodist Hospital of Sacramento,"7500 Hospital Drive, SACRAMENTO CA, 95823.0",38.4631026,-121.4163317
Methodist Hospital of Sacramento,"7500 Hospital Drive, SACRAMENTO CA, 95823.0",38.4631026,-121.4163317
Monterey Park Hospital,"900 South Atlantic Blvd., MONTEREY PARK CA, 91754.0",34.0495478,-118.1383262
USC NORRIS CANCER HOSP,"1441 Eastlake Ave., LOS ANGELES CA, 90089.0",34.0611758,-118.2049079
USC NORRIS CANCER HOSP,"1441 Eastlake Ave., LOS ANGELES CA, 90089.0",34.0611758,-118.2049079
Northridge Hospital Medical Center,"18300 Roscoe Blvd, NORTHRIDGE CA, 91325.0",34.2197586,-118.5346816
Northridge Hospital Medical Center,"18300 Roscoe Blvd, NORTHRIDGE CA, 91325.0",34.2197586,-118.5346816
Northridge Hospital Medical Center,"18300 Roscoe Blvd, NORTHRIDGE CA, 91325.0",34.2197586,-118.5346816
Northridge Hospital Medical Center,"18300 Roscoe Blvd, NORTHRIDGE CA, 91325.0",34.2197586,-118.5346816
Northridge Hospital Medical Center,"18300 Roscoe Blvd, NORTHRIDGE CA, 91325.0",34.2197586,-118.5346816
Pacifica Hospital of the Valley,"9449 San Fernando Rd., SUN VALLEY CA, 91352.0",34.2405259,-118.3960912
Mission Community Hospital - Panorama City Campus,"14850 Roscoe Blvd., PANORAMA CITY CA, 91402.0",34.2202962,-118.456665
Paradise Valley Hospital,"2400 E. Fourth St., NATIONAL CITY CA, 91950.0",32.6853667,-117.0820744
Parkview Community Hospital Medical Center,"3865 Jackson Street, RIVERSIDE CA, 92503.0",33.9268483,-117.439062
Parkview Community Hospital Medical Center,"3865 Jackson Street, RIVERSIDE CA, 92503.0",33.9268483,-117.439062
Placentia Linda Hospital,"1301 N Rose Dr, PLACENTIA CA, 92870.0",33.8872837,-117.8427525
Placentia Linda Hospital,"1301 N Rose Dr, PLACENTIA CA, 92870.0",33.8872837,-117.8427525
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Palomar Medical Center - Poway,"15615 Pomerado Rd, POWAY CA, 92064.0",32.9976735,-117.0554052
Emanate Health Queen of the Valley Hospital,"1115 South Sunset Avenue, WEST COVINA CA, 91790.0",34.0632472,-117.9446757
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Redlands Community Hospital,"350 Terracina Blvd., REDLANDS CA, 92373.0",34.0367064,-117.2058328
Sutter Roseville Medical Center,"1 Medical Plaza, ROSEVILLE CA, 95661.0",38.7662511,-121.2492234
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
Saddleback Memorial Medical Center,"24451 Health Center Dr., LAGUNA HILLS CA, 92653.0",33.6093252,-117.7089298
